date,ticker,model_name,horizon,y_pred
2025-09-26,018880,safe_ens_median,1,3239.3142966213372
2025-09-26,021240,safe_dl_lstm_v1,1,104566.15675332735
2025-09-26,021240,safe_ens_mean,1,104566.15675332735
2025-09-26,021240,safe_ens_median,1,104566.15675332735
2025-09-26,022100,safe_dl_lstm_v1,1,22224.366741891452
2025-09-26,022100,safe_ens_mean,1,22224.366741891452
2025-09-26,022100,safe_ens_median,1,22224.366741891452
2025-09-26,023530,safe_dl_lstm_v1,1,70061.76281286338
2025-09-26,023530,safe_ens_mean,1,70061.76281286338
2025-09-26,023530,safe_ens_median,1,70061.76281286338
2025-09-26,024110,safe_dl_lstm_v1,1,19703.81683817357
2025-09-26,024110,safe_ens_mean,1,19703.81683817357
2025-09-26,024110,safe_ens_median,1,19703.81683817357
2025-09-26,026960,safe_dl_lstm_v1,1,27737.705705972938
2025-09-26,026960,safe_ens_mean,1,27737.705705972938
2025-09-26,026960,safe_ens_median,1,27737.705705972938
2025-09-26,028050,safe_dl_lstm_v1,1,27746.32814017775
2025-09-26,028050,safe_ens_mean,1,27746.32814017775
2025-09-26,028050,safe_ens_median,1,27746.32814017775
2025-09-26,028260,safe_dl_lstm_v1,1,192393.32556714868
2025-09-26,028260,safe_ens_mean,1,192393.3255671487
2025-09-26,028260,safe_ens_median,1,192393.32556714868
2025-09-26,028670,safe_dl_lstm_v1,1,4010.5522226448957
2025-09-26,028670,safe_ens_mean,1,4010.5522226448957
2025-09-26,028670,safe_ens_median,1,4010.5522226448957
2025-09-26,029780,safe_dl_lstm_v1,1,50846.597811592714
2025-09-26,029780,safe_ens_mean,1,50846.597811592714
2025-09-26,029780,safe_ens_median,1,50846.597811592714
2025-09-26,030000,safe_dl_lstm_v1,1,20273.77371692173
2025-09-26,030000,safe_ens_mean,1,20273.77371692173
2025-09-26,030000,safe_ens_median,1,20273.77371692173
2025-09-26,030200,safe_dl_lstm_v1,1,51280.03727240549
2025-09-26,030200,safe_ens_mean,1,51280.03727240549
2025-09-26,030200,safe_ens_median,1,51280.03727240549
2025-09-26,032640,safe_dl_lstm_v1,1,14876.841213582347
2025-09-26,032640,safe_ens_mean,1,14876.841213582347
2025-09-26,032640,safe_ens_median,1,14876.841213582347
2025-09-26,032830,safe_dl_lstm_v1,1,149334.38001850594
2025-09-26,032830,safe_ens_mean,1,149334.38001850594
2025-09-26,032830,safe_ens_median,1,149334.38001850594
2025-09-26,033780,safe_dl_lstm_v1,1,140353.5247329495
2025-09-26,033780,safe_ens_mean,1,140353.5247329495
2025-09-26,033780,safe_ens_median,1,140353.5247329495
2025-09-26,034020,safe_dl_lstm_v1,1,61060.711336352506
2025-09-26,034020,safe_ens_mean,1,61060.711336352506
2025-09-26,034020,safe_ens_median,1,61060.711336352506
2025-09-26,034220,safe_dl_lstm_v1,1,12975.488378336973
2025-09-26,034220,safe_ens_mean,1,12975.488378336973
2025-09-26,034220,safe_ens_median,1,12975.488378336973
